"","Site","Date","Why","Sex","Age","Education","Relationship","Think_about","Trying","Tried_before","Time_since_tried","How_long","GMS_now1","GMS_now2","GMS_now3","GMS_now4","GMS_now5","GMS_now6","GMS_now7","GMS_now8","GMS_now9","GMS_now10","GMS_now11","GMS_now12","GMS_now13","GMS_week1","GMS_week2","GMS_week3","GMS_week4","GMS_week5","GMS_week6","GMS_week7","GMS_week8","GMS_week9","GMS_week10","GMS_week11","GMS_week12","GMS_week13","SIMS1","SIMS2","SIMS3","SIMS4","SIMS5","SIMS6","SIMS7","SIMS8","SIMS9","SIMS10","SIMS11","SIMS12","SIMS13","SIMS14","SIMS15","SIMS16","SIMS_Intrinsic","SIMS_IdenReg","SIMS_ExtReg","SIMS_Amotivation","Times_walk","Mins_walk","Times_vigorous","Mins_vigorous","Times_moderate","Mins_moderate","GMSnStr","GMSfStr","GMSnIM","GMSfIM","GMSnAV","GMSfAV"
"215",1,2013-08-15,"Because I want to become a healthier person and being physically active is good for my body. I also feel good when I exercise",1,20,1,1,52,40,1,104,52,9,8,8,9,9,10,10,7,10,10,7,8,8,7,7,7,8,8,8,8,8,8,6,8,8,7,6,7,1,1,6,6,1,1,5,7,1,1,6,6,1,1,23,26,4,4,10,100,1,30,3,60,8.33333333333333,7,9.6,7.5,7.5,7.66666666666667
"216",1,2013-08-15,"Health",1,50,5,3,6,26,1,52,26,8,8,8,8,10,6,7,5,6,10,8,8,8,8,8,8,8,8,8,5,5,7,4,8,8,8,2,4,1,1,5,5,1,1,3,1,1,1,3,3,1,1,13,13,4,4,20,420,0,0,0,0,8,8,8,7,8,8
"217",1,2013-08-15,"To lose some weight, help injury rehabilitation and general wellbeing",1,28,3,1,8,2,1,10,13,7,10,5,8,9,4,9,1,1,8,8,8,9,3,8,2,1,8,3,2,6,2,1,7,8,7,2,6,4,1,3,7,6,1,2,6,4,1,3,6,6,1,10,25,20,4,5,90,0,0,0,0,7.33333333333333,4.33333333333333,6,3.25,8,7.33333333333333
"218",1,2013-08-15,"I don't want to be unhealth, and like my body to look fit, and just the feeling of being health is great.",2,20,1,1,10,10,2,NA,NA,8,8,8,8,10,9,9,8,9,8,7,6,8,7,7,6,7,8,9,9,8,9,8,8,7,7,5,6,5,2,6,6,5,2,5,7,1,1,7,7,6,1,23,26,17,6,3,45,4,30,0,240,8,6.66666666666667,8.8,8,6.5,7.33333333333333
"219",1,2013-08-15,"To lose weight and tone up",2,22,3,1,8,4,1,24,14,10,10,7,6,10,10,10,9,10,10,10,10,10,6,10,4,10,10,10,10,10,10,10,10,10,10,4,7,5,1,3,7,7,1,4,7,4,1,4,6,7,1,15,27,23,4,6,100,2,200,0,0,9,6.66666666666667,9.2,10,10,10
"220",1,2013-08-15,"I have previously been very fit and I want to return to that level of fitness. I find when I am fit I am happier, more motivated and more productive. I also play club sport and would like to improve my performance. I'm also getting married at the start of next year and would like a toned body.",2,19,3,2,8,5,1,12,24,7,5,7,8,9,8,9,5,5,9,5,5,5,6,5,6,4,5,6,6,4,5,5,4,5,4,4,6,3,1,4,6,3,1,4,4,1,1,5,6,1,1,17,22,8,4,4,180,4,200,1,60,6.33333333333333,5.66666666666667,7.8,5,5,4.33333333333333
"221",1,2013-08-15,"Health reasons",2,22,3,2,30,30,1,50,2,10,6,4,6,6,6,8,9,4,9,9,9,9,9,9,6,8,8,8,8,9,5,8,9,9,9,4,7,5,1,3,4,3,1,3,5,4,1,5,5,4,1,15,21,16,4,7,400,5,350,2,120,6.66666666666667,8,6.2,8,9,9
"222",1,2013-08-15,"To become fitter and healthier in general.",1,23,1,1,4,2,1,24,3,9,7,7,7,8,7,9,10,4,6,6,8,6,4,9,7,6,7,8,9,10,5,5,8,8,8,4,6,5,2,3,7,5,1,3,6,1,1,5,5,5,1,15,24,16,5,30,300,6,120,0,0,7.66666666666667,6.66666666666667,6.4,6.5,7,8
"223",1,2013-08-15,"Wanting to be a paramedic  and to feel comfortable with self",2,18,3,1,26,12,2,NA,NA,8,8,9,10,10,9,10,0,8,0,9,1,6,8,8,8,9,9,9,9,0,9,9,9,9,9,7,6,4,4,3,3,3,3,2,7,1,2,2,6,2,2,14,22,10,11,5,120,2,120,1,60,8.33333333333333,8,7.4,9,5,9
"224",1,2013-08-15,"To be healthier and also to tone up my body.",2,20,3,2,4,3,1,20,8,8,6,8,10,8,10,10,10,10,8,7,9,7,6,8,6,9,8,9,9,10,9,7,8,9,6,5,7,6,2,5,7,7,2,7,7,1,1,7,7,6,1,24,28,20,6,4,90,4,160,1,30,7.33333333333333,6.66666666666667,9.2,8.25,8,7.66666666666667
"225",1,2013-08-15,"Upcoming fitness assessment",2,21,3,3,4,4,1,12,1,4,8,4,6,6,3,5,5,6,6,0,0,0,6,6,8,6,6,6,6,6,6,6,5,5,5,4,6,6,3,2,5,5,5,5,5,5,5,5,5,5,5,16,21,21,18,100,120,4,120,0,0,5.33333333333333,6.66666666666667,5.4,6,0,5
"226",1,2013-08-15,"To increase overall health and reduce the risk of injury from strains or sprains.",1,23,4,2,6,2,1,24,60,7,7,6,8,8,8,8,6,8,8,6,6,8,6,5,5,6,6,5,6,3,5,3,5,6,5,6,6,3,2,4,6,4,2,4,7,2,2,4,4,2,2,18,23,11,8,5,80,6,120,2,30,6.66666666666667,5.33333333333333,8,5,6,5.33333333333333
"227",1,2013-08-15,"lose weight, get healthier",2,22,3,1,12,12,1,52,20,7,6,6,7,7,7,7,9,8,8,4,4,2,6,7,5,6,6,6,6,6,6,6,3,4,2,4,3,1,3,2,1,1,3,1,3,1,3,1,1,1,3,8,8,4,12,15,200,2,100,0,0,6.33333333333333,6,7.4,6,4,3
"228",1,2013-08-15,"weight control",2,24,2,3,204,204,1,204,182,8,10,9,9,10,8,9,10,5,7,6,8,9,5,10,9,10,9,5,10,10,7,2,10,10,10,5,7,6,1,3,7,5,3,4,7,5,1,6,7,7,1,18,28,23,6,5,240,6,300,2,300,9,8,7.8,6.5,7,10
"229",1,2013-08-15,"to lose weight",2,25,3,1,4,1,2,NA,NA,9,9,8,7,7,7,7,7,7,2,4,6,6,7,7,6,7,7,7,7,7,7,1,7,5,7,6,6,3,4,6,NaN,4,4,4,6,1,1,4,5,3,1,20,NA,11,10,3,60,2,80,0,0,8.66666666666667,6.66666666666667,6,5.5,5,6.33333333333333
"230",1,2013-08-15,"I wasn't happy with my body and my fitness.",2,19,1,2,20,20,1,20,10,9,10,9,7,9,9,9,8,9,8,7,8,7,9,10,9,8,8,9,9,8,8,9,9,9,9,4,6,5,1,6,7,6,1,4,6,1,1,6,6,5,1,20,25,17,4,5,180,5,180,0,0,9.33333333333333,9.33333333333333,8.4,8.5,7.5,9
"231",1,2013-08-15,"Used to be physically fit but got lazy and caught up with uni work. My partner and I both decided to get fit and both joined QUT touch at the start of semester. I also have a friend who wants to get fit and moved into an apartment with a pool recently which was a good excuse to start swimming again.",2,20,3,2,6,4,1,78,30,8,9,8,9,10,9,10,10,8,8,8,8,8,7,8,7,7,8,7,8,8,7,7,8,9,8,6,7,4,1,6,7,2,1,7,6,1,1,6,5,1,1,25,25,8,4,12,150,2,120,1,60,8.33333333333333,7.33333333333333,8.8,7.25,8,8.33333333333333
"232",1,2013-08-15,"knee ligament damage, needs strengthening  Need to lose 20 kg",2,46,5,4,8,2,1,32,16,9,10,7,8,8,8,10,8,9,5,10,9,9,9,9,8,9,8,9,9,8,10,5,8,8,8,4,6,6,2,3,6,6,2,3,6,2,2,6,6,6,2,16,24,20,8,2,60,2,40,0,0,8.66666666666667,8.66666666666667,7.6,7.75,9.5,8
"233",1,2013-08-15,"Studying nursing and gaining awareness of the impact of physical inactivity on the body and the implications it will create.  Also wanting to get in to shape after a netball injury.",2,20,2,1,12,2,1,52,1,0,10,8,9,10,10,10,10,10,10,9,9,8,10,10,10,9,8,10,10,7,10,10,10,10,8,2,7,4,2,3,7,NaN,3,4,7,2,2,3,7,6,2,12,28,NA,9,7,860,2,75,0,0,6,10,9.8,9.25,9,9.33333333333333
"234",1,2013-08-15,"Weight increase",2,34,3,3,5,1,1,100,52,3,10,3,8,8,4,9,4,8,8,2,3,3,7,7,5,6,6,6,6,5,7,2,3,3,3,1,6,NaN,1,1,6,5,1,1,4,1,1,5,6,5,1,8,22,NA,4,4,130,5,50,0,0,5.33333333333333,6.33333333333333,7.2,5,2.5,3
"235",1,2013-08-15,"Health, relieve stress,, gain fitness, loose weight",2,24,3,3,32,3,1,48,16,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,2,6,6,1,2,6,4,4,2,6,2,4,2,6,3,4,8,24,15,13,20,300,3,90,0,0,8,8,8,8,8,8
"236",1,2013-08-15,"Improve health and reduce weight",2,28,1,3,56,20,1,52,12,9,9,7,8,9,9,9,8,9,8,8,8,9,8,8,9,9,7,8,8,8,8,8,9,8,9,6,6,6,6,6,6,3,3,6,5,4,6,6,6,5,6,24,23,18,21,5,60,5,225,0,0,8.33333333333333,8.33333333333333,8.6,8,8,8.66666666666667
"237",1,2013-08-15,"get fit and healthy",2,18,1,2,5,3,1,14,3,9,9,8,9,9,10,10,9,8,10,8,7,8,7,9,6,9,9,9,9,9,8,7,9,9,9,5,7,4,2,6,7,6,2,4,6,3,1,6,6,5,1,21,26,18,6,23,360,4,180,2,120,8.66666666666667,7.33333333333333,9.2,8.5,7.5,9
"238",1,2013-08-15,"To reduce stress and improve physical health",2,19,3,1,10,4,1,22,6,6,8,7,8,9,7,8,8,6,8,6,7,8,5,7,6,4,6,4,4,6,6,3,7,7,7,3,1,2,2,3,1,1,1,4,6,1,4,1,1,3,1,11,9,7,8,6,180,1,40,3,70,7,6,7.6,4.25,6.5,7
"239",1,2013-08-15,"Wanted to look good for summer. But also want to be healthier and have more energy",2,21,3,1,8,4,1,52,16,10,10,9,10,10,10,10,10,10,10,10,10,10,8,8,10,10,10,10,10,10,10,10,10,10,10,7,7,5,1,6,7,7,1,7,7,2,1,7,7,7,2,27,28,21,5,1,70,2,80,3,180,9.66666666666667,8.66666666666667,10,10,10,10
"240",1,2013-08-15,"Improve cardiovascular endurance",1,20,3,2,30,30,2,NA,NA,8,7,7,6,6,8,10,5,8,7,7,7,8,7,9,7,7,8,7,8,7,9,7,8,9,9,4,7,5,1,3,7,6,3,5,6,3,2,4,6,4,3,16,26,18,9,7,100,4,300,2,120,7.33333333333333,7.66666666666667,7,7.25,7,8.66666666666667
"241",1,2013-08-15,"I need to feel healthier, to be a good example for my children, to look better and to fit back into my clothes post maternity!",2,42,4,3,52,26,1,60,12,10,10,10,10,10,10,10,10,10,10,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,7,2,1,5,7,5,1,3,7,1,1,7,7,1,1,21,28,9,4,1,10,1,30,0,0,10,10,10,10,7,10
"242",1,2013-08-15,"Because I want to become healthier",2,19,3,1,4,2,1,52,8,2,4,2,3,4,4,4,5,4,8,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,NA,4.6,NA,4,NA
"243",1,2013-08-15,"My university course requires a high level of fitness.",2,18,3,1,12,4,1,32,5,9,10,9,9,10,9,9,10,10,9,10,9,9,9,9,9,10,10,10,10,10,9,9,10,10,10,6,6,7,1,7,7,7,1,6,6,1,1,7,7,1,1,26,26,16,4,6,80,3,30,8,40,9.33333333333333,9,9.4,9.75,9.5,10
"244",1,2013-08-15,"To lose weight and slim down, feel good and positive, improve my health and fitness. I also want to run a 10km race next year.",2,19,3,1,4,1,1,40,8,9,10,7,6,7,9,10,10,6,7,10,10,10,10,10,8,10,10,8,10,10,8,7,10,10,10,5,7,7,2,4,7,7,5,4,7,7,3,6,7,7,4,19,28,28,14,25,420,2,100,1,20,8.66666666666667,9.33333333333333,7,8.75,10,10
"245",1,2013-08-15,"After leaving the military I believe my fitness level has dropped.",1,24,4,1,2,0,1,1,1,2,4,2,3,4,3,3,3,4,4,1,1,2,3,4,1,3,3,3,3,3,3,4,3,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,2.66666666666667,3.6,3.25,1,2.66666666666667
"246",1,2013-08-15,"In a position of access to lots of food and the spare time necessary to work out properly. Health/appearance benefits highly motivating, as is the side effect of attracting more women.",1,20,3,1,8,7,1,32,18,10,7,9,10,10,10,10,10,10,10,10,9,10,9,9,9,8,8,9,9,9,9,7,8,8,9,5,7,2,1,5,7,4,1,5,7,1,1,7,7,2,1,22,28,9,4,5,120,3,90,0,0,8.66666666666667,9,10,8,9.5,8.33333333333333
"247",1,2013-08-15,"Cancelled gym membership in realization I don't use it and have been trying to do my own excersize",2,20,3,2,4,4,1,26,12,8,8,6,6,4,9,9,8,5,9,7,4,7,7,8,6,6,8,8,8,6,5,7,7,8,7,7,6,3,1,3,5,1,6,3,6,1,2,2,3,1,3,15,20,6,12,10,110,2,80,0,0,7.33333333333333,7,6.6,7.25,5.5,7.33333333333333
"248",1,2013-08-15,"Gaining weight after finding out I was ceoliac and starting a gluten free diet.",2,19,3,1,10,4,1,96,24,6,5,6,5,7,6,6,4,5,5,4,4,5,7,6,4,3,3,3,3,3,3,3,5,4,4,5,4,3,1,5,5,3,2,4,4,1,1,4,4,1,3,18,17,8,7,3,120,4,240,0,240,5.66666666666667,5.66666666666667,5.6,3,4,4.33333333333333
"249",1,2013-08-15,"I stopped playing sport this year and have put on a bit of weight as a result.",2,20,3,2,8,2,1,24,3,10,10,10,7,8,9,8,7,5,6,5,7,8,8,9,8,6,5,6,6,5,4,4,8,6,7,3,6,5,2,3,5,4,2,3,6,2,3,3,5,5,2,12,22,16,9,4,90,3,140,0,0,10,8.33333333333333,7,5.25,6,7
"250",1,2013-08-15,"to lose weight",2,19,3,1,8,1,1,8,2,8,9,7,10,9,10,10,0,10,10,9,9,5,8,8,5,8,10,10,10,0,10,9,9,8,9,5,7,7,1,4,NaN,7,7,5,5,3,1,7,7,7,2,21,NA,24,11,2,15,2,10,1,10,8,7,9.8,9.25,9,8.66666666666667
"251",1,2013-08-15,"To lose weight and tone up.",2,22,3,2,32,32,1,6,8,8,8,5,8,8,8,10,10,8,10,10,10,8,9,10,9,9,9,10,10,10,9,9,10,10,10,5,7,7,1,4,7,7,1,5,4,1,1,6,6,6,1,20,24,21,4,6,110,6,360,0,0,7,9.33333333333333,8.4,9.25,10,10
"252",1,2013-08-15,"Self confidence was getting too low  Needed get fit",2,19,3,4,7,1,1,20,4,9,10,8,8,5,7,8,10,6,3,9,9,6,8,8,7,8,5,8,10,9,6,2,10,9,8,5,6,3,1,5,6,6,2,4,7,1,1,5,7,7,1,19,26,17,5,2,25,3,60,0,0,9,7.66666666666667,5.8,5.75,9,9
"253",1,2013-08-15,"Because I hate my body image.",1,20,1,1,26,0,1,26,12,1,10,1,1,5,6,7,4,1,9,6,10,10,1,9,4,3,6,6,7,4,6,10,10,10,10,5,2,3,1,2,2,3,1,3,4,3,1,1,4,2,3,11,12,11,6,20,480,0,0,0,0,4,4.66666666666667,4.4,6.25,8,10
"254",1,2013-08-15,"To lose weight",2,18,3,1,2,1,1,60,6,6,4,8,6,6,7,8,4,5,4,5,6,3,5,6,7,6,5,7,8,4,5,4,5,6,6,3,5,2,2,3,6,2,3,3,5,2,2,6,6,3,2,15,22,9,9,6,120,2,50,0,0,6,6,5.6,5.5,5.5,5.66666666666667
"255",1,2013-08-15,"better looking and healthier body",1,18,1,2,25,25,1,4,8,10,8,8,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,1,6,6,6,1,6,6,1,1,6,6,6,1,24,24,19,4,10,160,5,60,0,0,8.66666666666667,8,9,8,9,8
"256",1,2013-08-15,"Since school my physical activity level has decreased as I don't have the time or resources play or participate in any sports.",1,18,1,1,5,0,1,25,35,9,2,8,10,10,10,10,10,10,10,6,6,5,7,2,4,6,6,8,8,8,9,4,5,5,5,6,4,1,1,7,7,1,1,7,7,1,1,7,7,5,1,27,25,8,4,10,30,0,0,0,0,6.33333333333333,4.33333333333333,10,6,6,5
"257",1,2013-08-15,"health and body image",2,21,3,2,60,5,1,10,3,6,10,2,4,3,10,10,7,2,2,7,4,3,6,6,2,5,3,8,8,3,1,2,5,7,7,4,4,4,1,1,7,7,1,1,4,4,1,1,7,7,1,7,22,22,4,10,300,3,120,0,0,6,4.66666666666667,4.2,4.5,5.5,6.33333333333333
"258",1,2013-08-15,"Primarily for health and fitness, with the added benefit of losing weight.",2,23,3,3,5,5,1,20,6,5,8,7,10,10,10,10,4,8,10,5,6,10,9,10,6,10,6,10,10,8,10,10,7,6,10,2,7,6,1,3,7,6,1,3,7,1,1,6,7,4,1,14,28,17,4,2,30,0,0,0,0,6.66666666666667,8.33333333333333,9.6,9,5.5,7.66666666666667
"259",1,2013-08-15,"Body weight, appearance, fitness",2,21,4,1,12,12,1,52,3,8,9,9,8,9,8,10,10,6,8,8,5,5,8,9,8,8,8,9,10,9,6,5,8,7,6,4,7,6,1,4,NaN,5,1,4,6,1,1,4,6,6,1,16,NA,18,4,7,90,3,300,0,0,8.66666666666667,8.33333333333333,7.8,7.5,6.5,7
"260",1,2013-08-15,"For health benefits, had stopped doing exercise due to a medical reason and was waiting for the go-ahead from the doctor",2,30,3,3,12,12,1,4,1,6,8,6,7,7,7,8,5,7,7,7,6,6,7,7,6,7,7,7,7,4,7,5,8,7,7,3,6,6,1,3,6,6,2,1,5,4,1,2,6,6,1,9,23,22,5,5,120,0,0,0,0,6.66666666666667,6.66666666666667,7,6.5,6.5,7.33333333333333
"261",1,2013-08-15,"To tone and achieve a healthier lifestyle",2,18,3,1,6,4,1,12,4,9,9,9,8,8,8,9,9,8,9,8,7,7,8,7,8,8,7,9,9,9,8,8,8,8,7,5,7,5,5,5,6,5,5,6,6,3,3,6,6,6,4,22,25,19,17,9,120,5,60,0,0,9,7.66666666666667,8.2,8,7.5,7.66666666666667
"262",1,2013-08-15,"To feel more confident about myself and to improve my general health.",2,22,3,2,8,4,1,52,16,7,8,6,8,10,7,8,9,7,9,9,9,8,6,8,7,9,7,6,8,9,9,7,8,4,6,5,7,3,1,4,6,4,3,5,5,1,1,5,6,5,6,19,24,13,11,12,6,3,180,0,200,7,7,8.2,7.25,9,6
"263",1,2013-08-15,"I do not want to put on weight",2,18,1,1,4,4,2,NA,NA,8,8,8,7,8,8,8,8,7,8,3,5,5,7,8,8,6,6,6,6,6,6,6,5,4,5,6,6,3,1,6,6,6,1,5,6,1,1,6,6,6,1,23,24,16,4,20,200,5,100,2,120,8,7.66666666666667,7.6,6,4,4.66666666666667
"264",1,2013-08-15,"improve fitness levels",2,18,3,1,3,2,1,1,1,9,8,8,7,7,7,7,7,7,7,7,NA,7,9,8,8,8,8,8,8,8,8,8,8,7,7,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,3,20,20,19,16,7,150,7,200,1,20,8.33333333333333,8.33333333333333,7,8,NA,7.33333333333333
"265",1,2013-08-15,"For better overall health",2,20,3,1,4,0,1,12,2,0,3,0,0,8,8,8,4,2,8,0,3,2,6,7,5,6,6,7,7,4,4,6,5,5,5,2,6,3,4,1,7,2,1,6,6,1,1,6,6,1,1,15,25,7,7,4,50,1,40,0,0,1,6,5.2,6.25,1.5,5
"266",1,2013-08-15,"Lose weight and get fitter and healthier",2,20,3,1,6,6,1,16,3,10,10,10,10,10,10,10,10,10,3,8,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,4,7,6,1,4,7,4,1,4,7,4,1,7,7,7,1,19,28,21,4,14,200,14,400,0,0,10,10,8.6,8.5,9,10
"267",1,2013-08-15,"I felt like I was out of shape and I wanted to be fitter and look better",1,22,3,2,8,4,1,20,4,10,7,8,9,NA,9,9,6,8,8,7,6,6,8,6,7,6,7,9,9,3,7,5,7,7,8,5,7,4,1,6,6,5,2,6,6,1,1,6,6,3,1,23,25,13,5,22,275,3,120,0,0,8.33333333333333,7,8.5,6.75,6.5,7.33333333333333
"268",1,2013-08-15,"Improve physical appearance and well-being",2,18,1,1,28,26,1,46,3,10,10,10,10,9,10,10,10,9,9,9,8,9,7,8,7,8,9,9,10,9,9,7,8,9,8,4,7,5,1,4,7,5,1,3,7,1,1,6,6,4,1,17,27,15,4,50,230,4,180,0,0,10,7.33333333333333,9.4,8.25,8.5,8.33333333333333
"269",1,2013-08-15,"Fitness, weight loss.",2,19,3,2,4,4,1,4,4,8,8,8,10,10,10,10,10,10,10,9,9,7,10,10,9,10,10,10,10,10,10,10,9,9,9,5,7,5,1,5,7,6,1,5,7,1,1,7,7,6,1,22,28,18,4,6,120,5,150,4,150,8,9.66666666666667,10,10,9,9
"270",1,2013-08-15,"Relised I had put on weight, wanted to become fit like my mother.",2,25,3,1,54,54,1,64,4,9,9,9,9,9,9,9,10,10,8,7,8,8,10,10,10,8,8,8,8,8,8,8,9,9,8,7,7,4,1,7,7,3,1,7,7,1,1,7,7,7,1,28,28,15,4,20,7,5,5,2,30,9,10,9,8,7.5,8.66666666666667
"271",1,2013-08-15,"Have been unwell and now am strong enough to increase my exercise.",2,26,4,3,8,6,1,52,35,8,8,8,9,9,9,10,8,8,9,2,3,3,6,6,7,5,6,6,6,3,6,6,5,5,5,7,5,2,6,7,7,2,1,3,6,1,1,6,7,3,1,23,25,8,9,6,60,4,360,0,0,8,6.33333333333333,8.8,5.75,2.5,5
"272",1,2013-08-15,"To lose a few kilos",1,29,3,3,104,52,1,13,13,5,3,1,6,9,1,3,2,3,0,5,3,3,6,3,4,2,NA,5,4,0,2,0,5,0,5,1,4,1,2,3,4,1,2,2,5,1,2,4,2,1,4,10,15,4,10,10,200,0,0,0,0,3,4.33333333333333,3.8,2.33333333333333,4,3.33333333333333
"273",1,2013-08-15,"To be healthier",2,22,4,1,6,4,2,NA,NA,7,2,5,5,5,5,6,8,7,7,5,6,8,5,5,4,6,4,5,5,5,5,4,6,6,7,7,7,4,2,6,6,3,2,6,6,2,2,6,6,NaN,2,25,25,NA,8,21,200,3,240,2,20,4.66666666666667,4.66666666666667,5.8,4.75,5.5,6.33333333333333
"274",1,2013-08-15,"Wanted to feel fitter/healthier and tone up.",2,29,1,3,16,0,1,25,8,8,6,6,10,8,7,8,5,10,10,4,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,NA,9,NA,5,NA
"275",1,2013-08-15,"To improve fitness and reduce weight.",2,19,3,1,8,1,2,NA,NA,7,5,7,8,8,8,8,6,7,3,4,4,5,3,3,3,4,4,4,4,3,4,1,4,3,3,4,6,3,1,3,6,1,1,4,7,1,1,6,6,1,1,17,25,6,4,8,180,2,120,6,100,6.33333333333333,3,6.8,3.25,4,3.33333333333333
"276",1,2013-08-15,"To increase muscle and tone",2,21,3,1,13,6,1,6,4,6,8,7,7,7,10,10,8,8,8,8,8,9,7,7,5,7,7,9,9,7,7,8,9,9,8,5,7,4,3,5,7,5,2,4,5,2,3,6,7,7,2,20,26,18,10,10,100,2,120,0,0,7,6.33333333333333,8,7.75,8,8.66666666666667
"277",1,2013-08-15,"Weight loss  Increased fitness  Health",2,23,3,3,16,12,1,30,8,9,8,8,9,9,10,10,9,7,8,10,9,8,7,7,6,7,7,9,9,7,7,7,9,9,8,5,6,5,1,5,7,5,1,4,6,1,1,7,6,5,1,21,25,16,4,2,45,2,120,0,0,8.33333333333333,6.66666666666667,8.6,7.5,9.5,8.66666666666667
"278",1,2013-08-15,"I felt unfit and noticed that I was putting on weight. I want to increase my core strength, tone up and increase my fitness level.",2,20,3,2,10,6,1,30,16,6,8,3,6,6,5,7,7,2,9,6,3,3,6,8,4,6,6,8,8,5,3,7,7,7,6,2,5,5,1,3,6,2,3,3,7,1,1,6,5,2,1,14,23,10,6,5,80,2,30,1,10,5.66666666666667,6,5.6,6.75,4.5,6.66666666666667
"279",1,2013-08-15,"Health",2,18,1,2,12,10,2,NA,NA,9,6,8,9,9,9,9,7,9,6,5,6,7,8,7,8,9,9,9,9,7,9,6,9,7,6,5,7,5,1,6,7,1,3,6,7,1,2,6,6,1,1,23,27,8,7,4,140,4,120,0,0,7.66666666666667,7.66666666666667,8.4,8.25,5.5,7.33333333333333
"280",1,2013-08-15,"Return to pre-offspring condition",1,38,5,3,104,52,1,8,3,8,10,7,10,8,10,10,9,8,10,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33333333333333,NA,9.2,NA,6,NA
"281",1,2013-08-15,"Tired of feeling shitty.",1,27,2,3,1,50,1,40,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,3,1,7,7,3,1,7,7,1,1,7,7,7,1,28,28,14,4,5,15,7,500,1,60,10,10,10,10,10,10
"282",1,2013-08-15,"Because I am putting on weight.",2,19,3,1,6,1,1,15,6,7,9,7,9,9,8,8,5,8,8,4,4,6,7,8,8,7,7,7,8,6,7,7,7,6,7,3,7,7,2,3,7,3,1,3,7,1,1,6,6,2,1,15,27,13,5,3,120,1,40,0,0,7.66666666666667,7.66666666666667,8.4,7,4,6.66666666666667
"283",1,2013-08-15,"Associated health benefits including reduction of stress",2,19,3,1,12,6,1,18,3,5,7,5,3,3,9,9,1,9,7,6,6,7,6,8,7,5,7,8,8,1,8,5,7,7,7,2,6,6,2,5,6,4,2,4,4,2,1,6,6,2,2,17,22,14,7,10,200,0,0,2,120,5.66666666666667,7,6.2,6.25,6,7
"284",1,2013-08-15,"to feel better, get toned and fit, and is a good hobby",2,18,5,1,5,4,1,24,23,9,5,10,7,9,9,8,2,9,5,4,7,7,7,8,8,7,6,7,7,9,9,9,7,7,5,6,6,1,1,7,7,7,1,7,7,1,1,7,7,7,1,27,27,16,4,30,300,4,260,4,260,8,7.66666666666667,7.8,7.25,5.5,6.33333333333333
"285",1,2013-08-15,"to feel better mentally and physically",2,24,2,3,20,0,1,312,20,9,7,6,7,7,8,9,10,8,6,2,4,4,6,6,1,7,7,8,8,8,8,3,7,4,4,4,3,1,1,4,3,NaN,1,3,5,1,4,1,1,1,1,12,12,NA,7,5,50,0,0,0,0,7.33333333333333,4.33333333333333,7.2,6.25,3,5
"286",1,2013-08-15,"Just got back from a holiday, thought I'd get back into exercising a bit more often.",2,19,3,1,2,1,1,12,10,9,9,8,9,9,9,10,10,8,9,7,8,6,7,8,7,6,7,NA,9,9,8,8,7,7,7,5,7,6,1,6,7,5,1,4,6,1,1,7,7,4,1,22,27,16,4,3,120,2,80,0,0,8.66666666666667,7.33333333333333,8.8,7,7.5,7
"287",1,2013-08-15,"To improve overall health and physical appearance, skill performance",2,20,3,2,30,10,1,80,12,6,7,7,7,7,7,8,8,8,8,6,6,5,6,6,6,7,7,7,7,6,7,7,7,6,6,6,7,4,1,6,6,3,1,7,7,1,2,7,7,3,2,26,27,11,6,2,20,1,30,2,120,6.66666666666667,6,7.4,7,6,6.33333333333333
